ad_id,channel,product_id,product_name,product_category,ad_first_dt,ad_last_dt,ucompany_id,campaign_objective,targeting_age,targeting_genders,os_type
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/22,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/22,2022/4/4,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/22,2022/4/8,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/22,2022/4/8,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/22,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/22,2022/2/22,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/22,2022/2/22,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/22,2022/2/22,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/22,2022/2/22,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/22,2022/4/3,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.lotteryonline.ke,Kerala Lottery Online,,2022/4/25,2022/4/28,62269,APP_INSTALLS,25-59,male,ANDROID
2.385E+16,Facebook,com.lotteryonline.ke,Kerala Lottery Online,,2022/4/25,2022/4/28,62269,APP_INSTALLS,25-59,male,ANDROID
2.385E+16,Facebook,com.lotteryonline.ke,Kerala Lottery Online,,2022/4/25,2022/4/28,62269,APP_INSTALLS,25-59,male,ANDROID
2.385E+16,Facebook,com.lotteryonline.ke,Kerala Lottery Online,,2022/4/25,2022/4/28,62269,APP_INSTALLS,25-59,male,ANDROID
2.385E+16,Facebook,com.lotteryonline.ke,Kerala Lottery Online,,2022/4/25,2022/4/27,62269,APP_INSTALLS,25-59,male,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/23,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/22,2022/3/31,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/23,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/22,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/23,2022/3/24,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,net.vchat.pro,VCHAT PRO,,2022/3/13,2022/3/23,60316,APP_INSTALLS,18-65,male,ANDROID
2.385E+16,Facebook,com.lotteryonline.ke,Kerala Lottery Online,,2022/4/25,2022/4/28,62269,APP_INSTALLS,25-59,male,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/24,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/22,2022/3/31,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/23,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/23,2022/3/24,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/22,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/24,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/23,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.samuelirving.add,Address Book Manager - Android,,2022/3/23,2022/3/30,,APP_INSTALLS,20-65,,ANDROID
2.385E+16,Facebook,com.firstmeetgame.sw,觳滍樇M: 氍错槕 MMORPG,,2022/2/8,2022/2/13,44850,APP_INSTALLS,18-65,male,ANDROID
2.385E+16,Facebook,com.firstmeetgame.sw,觳滍樇M: 氍错槕 MMORPG,,2022/2/8,2022/2/18,44850,APP_INSTALLS,18-65,male,ANDROID
2.385E+16,Facebook,com.firstmeetgame.sw,觳滍樇M: 氍错槕 MMORPG,,2022/2/8,2022/2/10,44850,APP_INSTALLS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/3,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/21,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/16,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/15,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/14,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/22,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/22,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/10,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/22,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/5,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/13,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/21,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/14,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/3,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/22,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/9,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/17,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/13,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/27,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/13,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/12,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/27,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/25,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/25,2022/3/26,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/22,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/28,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/28,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/25,2022/3/26,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/27,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/27,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/26,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/25,2022/3/24,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/27,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/7,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/28,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/24,2022/3/25,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/7,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/25,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/27,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/11,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/16,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/2/23,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/25,2022/3/25,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/25,2022/2/25,941,LINK_CLICKS,18-65,male,ANDROID
2.385E+16,Facebook,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/2/23,2022/3/27,941,LINK_CLICKS,18-65,male,ANDROID
